CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle
7863112-18,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys,Leather,
8031720-3,Boots,Ankle,5in & over,,Zipper,Women,Leather,Center Seam;Round Toe;Closed Toe
7654889-289,Shoes,Clogs and Mules,,Memory Foam;Removable,Slip-On,Women,Fleece;Nylon,
7330262-256519,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Buckle;Pull-on,Women,Leather;Rubber,Round Toe;Closed Toe
7967859-118011,Sandals,Flat,4in - 4 3/4in,Leather;Padded,Elastic Gore;Slip-On,Women,Suede,Open Toe
7777837-329863,Sandals,Flat,,EVA,Slip-On,Men,Rubber;Synthetic,Open Toe
8010441-3,Boots,Knee High,4in - 4 3/4in,Padded,Zipper,Women,Leather;Suede,Round Toe;Closed Toe
7152788-29901,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Women,Leather;Rubber,Square Toe;Closed Toe
7659812-769,Shoes,Loafers,,EVA,Slip-On,Women,Leather,Round Toe;Closed Toe
8018151-12689,Boots,Mid-Calf,1in - 1 3/4in,,,Women,,
7838234-82291,Shoes,Heels,4in - 4 3/4in,Padded,Buckle,Women,Leather,Peep Toe
7853170-128268,Shoes,Flats,,Leather;Padded,Hook and Loop,Girls,Leather;Patent Leather,Round Toe;Closed Toe
7886047-193006,Shoes,Heels,3in - 3 3/4in,,Slip-On,Women,Leather,Peep Toe
8109007-19244,Sandals,Flat,Under 1in,,Zipper,Women,Leather;Nubuck,Open Toe
8013427-367386,Boots,Ankle,1in - 1 3/4in,,Lace up,Men,Leather;Nappa;Nylon,Round Toe;Closed Toe
8089778-5338,Sandals,Flat,1in - 1 3/4in,Leather,Slip-On,Women,Leather,Open Toe
7561875-151,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,
8050341-7949,Shoes,Sneakers and Athletic Shoes,Flat,Textile,Lace up,Men,Leather,Round Toe;Closed Toe
8028113-372439,Boots,Knee High,Flat,,Zipper,Girls,Synthetic,Round Toe;Closed Toe
7971523-1430,Shoes,Flats,Under 1in,Leather;Padded,Slip-On,Women,Suede,Round Toe;Closed Toe
7818347-300472,Shoes,Clogs and Mules,2in - 2 3/4in,Padded,Slip-On,Women,Leather,Center Seam
7904579-396,Shoes,Clogs and Mules,Under 1in,Removable,Elastic Gore;Slip-On,Women,Latex;Neoprene;Rubber,Round Toe
7628222-106,Shoes,Flats,Under 1in,Padded;Synthetic Leather,Slip-On,Women,Synthetic,Snub Toe;Closed Toe
7212450-380197,Shoes,Boat Shoes,Flat,Padded,Lace up,Women,,Moc Toe
8098747-222949,Boots,Mid-Calf,2in - 2 3/4in,Leather;Padded,Pull-on,Men,Exotic;Leather;Ostrich,Snip Toe;Closed Toe
104730-1647,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men;Women,Leather,Round Toe
8002586-226889,Shoes,Clogs and Mules,,,,Men,Suede,
8064585-642,Shoes,Heels,4in - 4 3/4in,Leather;Padded,Ankle Strap;Zipper,Women,Suede,Open Toe
8022053-72,Shoes,Flats,Under 1in,Leather;Padded,Hook and Loop,Girls,Leather,Round Toe;Closed Toe
8084927-470,Slippers,Slipper Flats,Flat,Padded,Hook and Loop,Boys,Fleece;Faux Fur,Round Toe;Closed Toe
7999621-6,Shoes,Firstwalker,,Leather,Hook and Loop,Girls,Leather,Round Toe;Closed Toe
7811075-359,Shoes,Flats,,EVA;Removable,Slip-On,Women,Leather;Nubuck;Rubber,
8090659-396330,Shoes,Flats,Under 1in,Padded,Slip-On,Women,Synthetic,Capped Toe
8103921-399986,Boots,Ankle,3in - 3 3/4in,,Lace up,Women,Canvas,Closed Toe
8023219-183092,Shoes,Heels,4in - 4 3/4in,,Slip-On,Women,Cotton,Capped Toe;Pointed Toe
7887585-324596,Shoes,Sneakers and Athletic Shoes,,Leather;Padded;Removable,Lace up,Men,Leather,
8075961-392935,Shoes,Flats,Flat,,Slip-On,Women,Synthetic,Capped Toe;Round Toe;Closed Toe
7861554-151,Shoes,Oxfords,,,Lace up,Men,Leather,Medallion;Round Toe;Wingtip;Closed Toe
8056615-291694,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Girls,Synthetic,
8080558-3298,Shoes,Flats,1in - 1 3/4in,,Slip-On,Women,Leather,Round Toe
7997923-9712,Boots,Mid-Calf,1in - 1 3/4in,Memory Foam;Padded,Lace up,Men;Women,Nylon,Closed Toe
8036644-422,Sandals,Flat,,Padded,Zipper,Women,Synthetic,Open Toe
8085778-394798,Shoes,Sneakers and Athletic Shoes,,EVA;Removable,Hook and Loop,Girls,,
8130740-72,Boots,Ankle,,Leather,Pull-on,Women,Leather,Round Toe;Closed Toe
8028479-372601,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Textile,Lace up;Zipper,Girls,Synthetic,Capped Toe;Round Toe;Closed Toe
7925648-337644,Sandals,Flat,1in - 1 3/4in,Padded,Hook and Loop;Slip-On,Women,Leather,Open Toe
8059607-46894,Shoes,Heels,2in - 2 3/4in,Padded,Slip-On,Women,Patent Leather,Open Toe
7834290-224349,Shoes,Heels,5in & over,,Slip-On,Women,Patent Leather,Snip Toe;Closed Toe
7532342-57108,Shoes,Flats,,Padded,Slip-On,Girls,Synthetic,Moc Toe;Round Toe;Closed Toe
7808822-89,Shoes,Clogs and Mules,1in - 1 3/4in,,Buckle,Girls,Leather,Round Toe;Closed Toe
7594667-231,Shoes,Oxfords,Flat,Leather;Padded,Lace up,Men,Leather;Suede,Round Toe;Wingtip;Closed Toe
8096750-270,Shoes,Heels,5in & over,Leather,Slip-On,Women,,Peep Toe
7992610-361585,Boots,Ankle,,Leather;Padded;Textile,Lace up,Men,Leather;Rubber,Round Toe;Closed Toe
7999624-3,Boots,Knee High,,Leather,Zipper,Girls,Leather,Round Toe;Closed Toe
8012521-20492,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh,
7802931-371535,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Boys;Girls,Synthetic,
8062870-384491,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Nubuck;Suede,
7996721-1505,Boots,Mid-Calf,Under 1in,,Pull-on,Girls,Synthetic,
7983602-139,Shoes,Flats,,Padded,Slip-On,Women,Faux Fur;Wool,Round Toe
7973050-390200,Shoes,Sneakers and Athletic Shoes,,EVA;Textile,Lace up,Boys;Girls,Synthetic,Closed Toe
7840066-12077,Boots,Mid-Calf,1in - 1 3/4in,Padded;Textile,Bungee;Pull-on;Toggle,Girls,Suede,Bump Toe
7996720-363045,Boots,Mid-Calf,2in - 2 3/4in,Memory Foam;Padded,Zipper,Women,Suede,Round Toe;Closed Toe
7857781-574,Slippers,Slipper Flats,,Padded,Elastic Gore,Girls,Corduroy,Round Toe
7451751-3,Boots,Ankle,,,Lace up,Men,Full-grain leather;Leather;Mesh;Nylon,Round Toe
7870011-316752,Shoes,Flats,,,Slip-On,Women,Synthetic,Round Toe;Closed Toe
7170383-384000,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded;Textile,Lace up,Men;Women,Mesh;Rubber;Suede,
7904377-331001,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Girls,Synthetic,
7357727-157499,Boots,Ankle,,Moisture Wicking;Padded,Elastic Gore;Pull-on,Men,Full-grain leather;Leather,Round Toe
7867355-27877,Boots,Ankle,1in - 1 3/4in,EVA;Leather;Textile,Lace up,Women,Lace;Leather;Rubber;EVA,
7833071-14,Shoes,Sneakers and Athletic Shoes,,Memory Foam;Removable,Lace up,Women,Latex;Mesh;Nylon;Rubber,Wide Toe Box
7892462-3,Sandals,Flat,,Polyurethane,Ankle Strap,Women,Polyester;Rubber,
7979661-356987,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Removable,Lace up,Boys,Mesh;Suede,
7818587-358610,Shoes,Flats,,Padded,Slip-On,Women,Full-grain leather,Round Toe;Closed Toe
7747713-274401,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Slip-On,Boys;Girls,,
7941349-3,Shoes,Flats,,Gel;Padded,Slip-On,Women,Leather,Round Toe;Closed Toe
7828643-3,Sandals,Flat,2in - 2 3/4in,,,Women,Leather,Open Toe
7846342-7124,Shoes,Heels,4in - 4 3/4in,,Slip-On,Women,Suede,Almond;Closed Toe
7934483-340912,Sandals,Flat,Under 1in,Padded,Hook and Loop,Girls,Leather,Open Toe
7971359-353114,Boots,Ankle,4in - 4 3/4in,Leather;Padded,Buckle,Women,Leather,Almond;Moc Toe;Closed Toe
7770579-3,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,Leather;Moisture Wicking;Padded;Removable;Textile,Hook and Loop,Women,Leather,Round Toe;Closed Toe
7723119-11683,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Boys;Girls,Full-grain leather;Leather;Suede,
8057834-4202,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Slip-On,Men,,Moc Toe
8004407-365186,Boots,Ankle,Flat,Padded,Lace up,Women,Leather,Medallion;Wingtip
8052527-380071,Shoes,Oxfords,1in - 1 3/4in,Textile,Lace up,Women,Leather,Round Toe
7878822-372110,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Nubuck,
7977237-106,Shoes,Flats,,Synthetic Leather,Slip-On,Women,Suede,Moc Toe;Closed Toe
8067248-144,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Men,Faux Leather;Synthetic,
7641819-133450,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas,
7312521-3,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Boys;Girls,Canvas,
7815166-30920,Shoes,Sneakers and Athletic Shoes,,EVA,Slip-On,Women,Leather;Nubuck;Rubber;Synthetic,
7370327-109309,Sandals,Flat,,EVA;Padded,Slip-On,Boys,Faux Leather;Neoprene;Nylon,
7364530-122536,Shoes,Oxfords,1in - 1 3/4in,,Slip-On,Women,Leather;Neoprene,Square Toe
7890008-34214,Shoes,Boat Shoes,,EVA;Padded;Textile,Lace up;Slip-On,Men;Women,Canvas;Rubber,
7843526-372070,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop;Lace up,Men,Faux Leather;Synthetic,
8031066-6,Boots,Ankle,Flat,Padded;Textile,Lace up;Zipper,Boys,Leather,Round Toe;Closed Toe
7738250-270793,Boots,Mid-Calf,,Padded,Hook and Loop;Pull-on,Boys,Leather,
7998570-9,Shoes,Prewalker,,Leather,Slip-On,Boys,Leather,Round Toe
7912978-12176,Boots,Mid-Calf,1in - 1 3/4in,Leather;Memory Foam;Orthotic Friendly;Padded;Removable,Pull-on,Women,Leather;Rubber,Snip Toe;Closed Toe
7973714-3,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Leather;Synthetic,
7970323-377371,Shoes,Sneakers and Athletic Shoes,,EVA;Moisture Wicking;Padded,Lace up,Women,,
8081983-9,Shoes,Flats,Flat,Padded,Slip-On,Women,Synthetic,Capped Toe;Closed Toe
7893430-151,Shoes,Sneakers and Athletic Shoes,,Removable,Slip-On,Men,,
8012460-366997,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Mesh;Synthetic,
7837555-6,Shoes,Sneakers and Athletic Shoes,,EVA;Leather;Padded,Lace up,Men,Lace;Leather;Mesh;Rubber,
8037626-3,Shoes,Loafers,,Leather;Padded,Slip-On,Girls,Leather,Moc Toe;Round Toe;Closed Toe
7561007-1134,Boots,Knee High,2in - 2 3/4in,Memory Foam;Moisture Wicking;Padded,Pull-on,Women,Microfiber,Pointed Toe
7840505-18,Shoes,Flats,,Leather;Padded,Hook and Loop,Girls,Leather,Round Toe;Closed Toe
8030521-373469,Shoes,Flats,,Leather;Padded,Buckle,Girls,Patent Leather,Round Toe;Closed Toe
121211-86,Shoes,Clogs and Mules,1in - 1 3/4in,Memory Foam;Moisture Wicking,Slip-On,Women,Leather;Nubuck,Round Toe;Closed Toe
8076659-5492,Shoes,Heels,4in - 4 3/4in,,Slip-On,Women,Suede,Peep Toe
8044522-377479,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Boys;Girls,Leather;Mesh;Nubuck,
7987030-515,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Canvas;Suede,
7966803-3,Shoes,Flats,,,Slip-On,Women,Canvas;Cotton,Round Toe;Closed Toe
8067248-513,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Men,Faux Leather;Synthetic,
7892469-478,Shoes,Flats,,Orthotic Friendly;Padded,Slip-On,Women,Leather,Round Toe
8003780-60041,Boots,Mid-Calf,Flat,Moisture Wicking;Padded;Removable,Zipper,Women,Suede,
8128788-11929,Sandals,Flat,2in - 2 3/4in,,Ankle Wrap;Buckle;Ankle Strap,Women,Synthetic,Open Toe
7925395-337469,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Leather;Mesh;Rubber;Synthetic,
7996692-3,Boots,Mid-Calf,Under 1in,,Pull-on,Girls,Rubber,
7819577-155304,Boots,Ankle,1in - 1 3/4in,EVA;Removable,Elastic Gore;Pull-on,Men,Leather;Nylon;Suede,
8027036-6,Boots,Knee High,1in - 1 3/4in,Padded,Pull-on;Zipper,Women,Leather,Almond;Closed Toe
7879796-3,Sandals,Flat,,Memory Foam;Padded,Slip-On,Women,Synthetic,Open Toe
8040048-751,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Rubber;Synthetic,Round Toe
8009750-366327,Shoes,Heels,3in - 3 3/4in,Padded,Buckle,Women,Faux Leather,Peep Toe
8044078-718,Boots,Ankle,1in - 1 3/4in,Padded,Zipper,Women,Suede,Round Toe;Closed Toe
8126542-168,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Rubber,Round Toe
7471552-60041,Shoes,Loafers,,Padded,Elastic Gore,Men,Leather,Bicycle Toe
7762405-30936,Shoes,Sneakers and Athletic Shoes,,Removable,Hook and Loop;Lace up,Boys,Mesh;Synthetic,Bump Toe
7308800-108780,Shoes,Flats,,Leather;Moisture Wicking;Removable,Hook and Loop;Slip-On,Women,Leather;Suede,Round Toe
8018605-18,Boots,Mid-Calf,Flat,Padded,Pull-on;Zipper,Men,Leather,Round Toe;Closed Toe
112821-1233,Shoes,Oxfords,,,Lace up,Men,Leather,
7484535-384419,Shoes,Heels,3in - 3 3/4in,Leather,,Women,Leather,Peep Toe
7358666-72,Shoes,Loafers,,,Slip-On,Boys,Leather,Round Toe;Closed Toe
8097616-13879,Shoes,Heels,4in - 4 3/4in,Leather,Buckle;Ankle Strap,Women,Leather,Open Toe
7880901-184651,Shoes,Oxfords,2in - 2 3/4in,Leather;Padded,Lace up,Women,Leather,Capped Toe;Round Toe;Closed Toe
7381306-185897,Sandals,Heel,1in - 1 3/4in,Moisture Wicking;Removable,Buckle;Slip-On,Women,Leather,Round Toe
8028691-336,Boots,Ankle,Flat,Textile,Lace up,Men,Lace;Rubber;Suede,Round Toe
7988356-393028,Shoes,Clogs and Mules,1in - 1 3/4in,Leather;Padded;Removable,Slip-On,Women,Leather,
7862897-3,Boots,Mid-Calf,Under 1in,Moisture Wicking;Padded,Pull-on,Girls,Suede,
7374533-139,Sandals,Flat,,,Bungee;Slip-On,Men,Leather;Synthetic,
8080471-14279,Shoes,Firstwalker,,Leather;Padded,Hook and Loop,Girls,Leather,Round Toe;Closed Toe
7996887-17329,Boots,Mid-Calf,Flat,Memory Foam;Padded,Buckle,Women,Suede,Round Toe;Closed Toe
7820464-325,Shoes,Clogs and Mules,2in - 2 3/4in,Leather;Padded,Slip-On,Women,Leather,Round Toe
7213012-267670,Sandals,Flat,,,Slip-On,Women,Synthetic,
7816281-574,Boots,Knee High,,Moisture Wicking,Bungee;Pull-on;Toggle,Girls,Nylon;Rubber,
7812951-22877,Shoes,Flats,,,Slip-On,Girls,Canvas,
8000689-214436,Shoes,Oxfords,,Memory Foam,Lace up,Men,Leather,Closed Toe
7304487-60,Shoes,Flats,,Orthotic Friendly;Removable,Hook and Loop,Women,Leather,Round Toe
7889074-325081,Boots,Mid-Calf,1in - 1 3/4in,Padded,Lace up,Men,Leather,Moc Toe
8056598-382115,Shoes,Sneakers and Athletic Shoes,Flat,Removable,Lace up,Boys,Mesh,
7195457-72,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Women,Leather,Round Toe
7976449-500,Shoes,Heels,2in - 2 3/4in,Padded,Slip-On,Women,Suede,Round Toe;Closed Toe
8016009-368366,Shoes,Flats,,Leather;Padded,Hook and Loop,Girls,Leather,Round Toe;Closed Toe
7881690-355666,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,
7987516-652,Shoes,Loafers,,,Slip-On,Men,Canvas,Round Toe;Closed Toe
7255406-278,Boots,Ankle,1in - 1 3/4in,Padded,Pull-on,Women,Sheepskin;Suede,Round Toe
7969454-352531,Sandals,Flat,4in - 4 3/4in,Leather;Padded,Buckle;Ankle Strap,Women,Leather,Open Toe
8064864-3,Boots,Knee High,1in - 1 3/4in,Leather,Zipper,Women,Leather,Round Toe
8021918-632,Shoes,Flats,Under 1in,Leather,Hook and Loop,Girls,Leather,Round Toe;Closed Toe
7457735-283948,Shoes,Loafers,1in - 1 3/4in,Leather;Moisture Wicking;Padded,Slip-On,Women,Leather;Nubuck,Moc Toe;Snub Toe
7427949-156729,Boots,Knee High,2in - 2 3/4in,,Pull-on,Women,Leather,
7975750-44073,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Removable,Lace up,Men,Mesh,
7831931-353156,Shoes,Sneakers and Athletic Shoes,,EVA;Memory Foam;Padded;Poron,Hook and Loop;Lace up,Men,Faux Leather;Synthetic,
7899693-6,Boots,Mid-Calf,2in - 2 3/4in,Padded;Removable,Lace up,Men,Leather;Rubber,Round Toe
8029767-13572,Shoes,Prewalker,Flat,Textile,Hook and Loop,Girls,Leather,Round Toe;Closed Toe
8045798-68,Shoes,Loafers,1in - 1 3/4in,Textile,Slip-On,Women,,Round Toe
7542790-396,Boots,Ankle,,Padded;Removable,Lace up,Men,Leather,Round Toe
7931052-339921,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,Orthotic Friendly;Padded;Removable,Lace up,Women,Full-grain leather,Round Toe;Closed Toe
7599417-616,Shoes,Boat Shoes,Flat,Leather;Padded,Slip-On,Women,Leather,Moc Toe;Closed Toe
7718254-123538,Shoes,Sneakers and Athletic Shoes,,,,Men,,
8014915-368031,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded,Lace up,Men;Women,Full-grain leather,
7937906-3,Shoes,Oxfords,,Leather,Lace up,Men,Leather,Wingtip
8103313-216,Shoes,Loafers,Flat,Leather,Slip-On,Men,Leather;Synthetic,Round Toe
7810754-188,Sandals,Flat,1in - 1 3/4in,Leather,Slip-On,Women,Leather,Open Toe
7984107-358669,Shoes,Sneakers and Athletic Shoes,,EVA;Gel;Padded,Lace up,Women,Mesh;Rubber;Synthetic,
7993230-72,Shoes,Heels,2in - 2 3/4in,Padded,Zipper,Women,Leather,Round Toe;Closed Toe
120001-9453,Shoes,Oxfords,,EVA;Leather;Padded;Removable,Lace up,Men,Leather,Apron Toe;Moc Toe
8030985-69917,Shoes,Flats,,Padded,Slip-On,Women,Satin,Round Toe;Closed Toe
7166191-378274,Shoes,Sneakers and Athletic Shoes,Flat,,,Men,,
7967465-51808,Shoes,Loafers,1in - 1 3/4in,Leather,Slip-On,Women,Leather,Algonquin;Closed Toe
7976698-301415,Shoes,Loafers,1in - 1 3/4in,Padded,Slip-On,Women,Leather,Round Toe;Closed Toe
7920954-20,Shoes,Sneakers and Athletic Shoes,,,Slip-On,Women,Canvas;Rubber;Synthetic,Closed Toe
7730001-355346,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Hook and Loop,Men;Women,,Round Toe
8063553-391920,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Nylon;Synthetic,
7840505-366161,Shoes,Flats,,Leather;Padded,Hook and Loop,Girls,Leather,Round Toe;Closed Toe
7974576-354490,Shoes,Flats,,Textile,Slip-On,Women,Corduroy,Round Toe;Closed Toe
7890885-3,Shoes,Heels,3in - 3 3/4in,,Slip-On,Women,Leather,Almond
7798031-61749,Shoes,Heels,3in - 3 3/4in,,Slip-On,Women,,Pointed Toe;Closed Toe
7996538-3,Sandals,Flat,3in - 3 3/4in,Moisture Wicking;Padded,Buckle,Women,Leather,Open Toe
7969476-377227,Shoes,Sneakers and Athletic Shoes,,EVA;Orthotic Friendly;Padded;Removable,,Women,Mesh;Rubber;Synthetic,
8019821-369647,Shoes,Loafers,1in - 1 3/4in,Leather;Padded;Removable,Slip-On,Women,Leather,Round Toe;Closed Toe
8109280-139,Shoes,Heels,3in - 3 3/4in,Padded,Zipper,Women,Leather,Peep Toe;Open Toe
8024423-3,Boots,Ankle,Under 1in,Leather,Zipper,Girls,Leather,Round Toe;Closed Toe
7516025-6,Shoes,Loafers,Flat,Padded,Slip-On,Men,Cotton,
8016531-368611,Shoes,Heels,3in - 3 3/4in,Padded,Slip-On,Women,,Peep Toe
8091763-3,Boots,Knee High,1in - 1 3/4in,,Zipper,Women,Faux Leather,Round Toe
8047171-3,Boots,Ankle,Under 1in,,Zipper,Women,Suede,Round Toe;Closed Toe
7936751-559,Boots,Ankle,1in - 1 3/4in,,Zipper,Girls,Synthetic,Round Toe
7785324-3,Sandals,Flat,3in - 3 3/4in,Leather;Padded,Buckle;Ankle Strap,Women,Cork;Leather,Open Toe
7786224-355713,Shoes,Sneakers and Athletic Shoes,,Orthotic Friendly;Padded;Removable,Lace up,Men,Mesh;Rubber;Synthetic,
8027683-401,Boots,Knee High,1in - 1 3/4in,Leather;Padded,Pull-on,Women,Leather;Rubber,Round Toe;Closed Toe
7950589-3580,Sandals,Flat,2in - 2 3/4in,Latex Lined;Padded,Slip-On,Women,Leather,Open Toe
7787536-293309,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,,Men,Nylon;Synthetic,
7967842-48888,Boots,Knee High,3in - 3 3/4in,Leather;Padded,Zipper,Women,Suede,Square Toe;Closed Toe
7944920-3,Shoes,Heels,4in - 4 3/4in,Leather,Slip-On,Women,Leather,Round Toe
8042550-53401,Boots,Mid-Calf,1in - 1 3/4in,Padded,Zipper,Women,Suede,Moc Toe;Round Toe;Closed Toe
7423878-341,Boots,Mid-Calf,,,Pull-on,Men,Rubber,
7655012-768,Shoes,Loafers,,,Slip-On,Men,Full-grain leather,Round Toe
8026084-371628,Boots,Mid-Calf,1in - 1 3/4in,Leather;Padded,Pull-on,Women,Leather,Snip Toe;Closed Toe
7980031-147,Shoes,Sneakers and Athletic Shoes,,,Lace up,Boys,Mesh;Synthetic,
8024691-3,Slippers,Slipper Flats,Flat,Padded,Slip-On,Women,Suede,Round Toe;Closed Toe
7399313-89,Shoes,Firstwalker,Under 1in,Leather,Buckle;T-Strap,Girls,Patent Leather,Round Toe
7601148-161044,Shoes,Loafers,Under 1in,Padded,Elastic Gore;Slip-On,Women,Leather,Round Toe;Closed Toe
8008127-179647,Shoes,Heels,3in - 3 3/4in,Leather,Slip-On,Women,Leather,Round Toe
7984950-132362,Shoes,Sneakers and Athletic Shoes,,,Hook and Loop,Boys,Leather,
8032099-6,Boots,Ankle,2in - 2 3/4in,Padded,Zipper,Women,Leather,Round Toe;Closed Toe
8078946-391945,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Leather;Synthetic,
7825190-20,Shoes,Flats,,Moisture Wicking;Padded,Slip-On,Women,Suede,Moc Toe;Round Toe;Closed Toe
8006681-72,Shoes,Loafers,1in - 1 3/4in,Leather;Padded,Hook and Loop,Women,Leather,Round Toe;Closed Toe
8145201-18194,Boots,Ankle,1in - 1 3/4in,Leather,Lace up,Men,Lace;Leather,Capped Toe;Wingtip
114508-3208,Slippers,Slipper Flats,,Padded,Slip-On,Men,Leather;Sheepskin,
8004010-14874,Shoes,Sneakers and Athletic Shoes,,EVA,Hook and Loop,Women,Microfiber;Nylon,Round Toe
8051933-401,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,,Lace up,Men,Synthetic,Moc Toe;Round Toe;Closed Toe
7809808-3,Boots,Ankle,1in - 1 3/4in,EVA;Removable,Lace up,Women,Leather;Rubber;Suede,
8013630-278270,Shoes,Flats,1in - 1 3/4in,Padded,Slip-On,Women,Leather,Round Toe
8089192-3,Boots,Ankle,5in & over,Leather,Zipper,Women,Suede,Center Seam
7784994-123241,Boots,Ankle,1in - 1 3/4in,,Lace up,Women,Fleece;Rubber,
8128957-632,Shoes,Flats,Under 1in,Padded,Lace up;Slip-On,Women,Synthetic,Round Toe;Closed Toe
7815384-222,Shoes,Flats,,Leather;Removable,Hook and Loop,Girls,Nubuck,Round Toe;Closed Toe
7902743-839,Shoes,Sneakers and Athletic Shoes,,EVA;Textile,Lace up,Boys;Girls,Synthetic,
7997069-23023,Boots,Ankle,1in - 1 3/4in,Padded,Pull-on,Women,Leather,Round Toe;Closed Toe
8009895-366285,Shoes,Heels,3in - 3 3/4in,Leather;Padded,Buckle,Women,Leather,
7681794-33310,Shoes,Prewalker,Flat,Leather;Padded,Hook and Loop,Girls,Leather,Round Toe;Closed Toe
8029289-859,Slippers,Slipper Flats,,Padded,Elastic Gore;Slip-On,Men,Suede,Round Toe;Closed Toe
7991764-361288,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather;Rubber,
8007706-3630,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Boys,Canvas,Round Toe;Closed Toe
7895621-134500,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Leather;Synthetic,Round Toe;Closed Toe
7658393-243090,Boots,Knee High,Under 1in,,Pull-on,Girls,Rubber,Round Toe;Closed Toe
7990858-360958,Shoes,Heels,3in - 3 3/4in,Leather;Padded,Slip-On,Women,Leather,Pointed Toe;Closed Toe
8113490-589,Shoes,Flats,Under 1in,,Slip-On,Women,Leather,Round Toe;Closed Toe
8044461-621,Boots,Ankle,4in - 4 3/4in,,Lace up,Women,,Round Toe;Closed Toe
8006940-365639,Shoes,Loafers,1in - 1 3/4in,Padded;Removable,Zipper,Women,Leather,Round Toe;Closed Toe
8058100-158,Shoes,Loafers,Flat,EVA,Slip-On,Women,,Moc Toe
8026631-3,Shoes,Heels,2in - 2 3/4in,,,Women,Satin,Pointed Toe
7998012-158,Boots,Mid-Calf,Flat,,Lace up;Pull-on,Men;Women,Synthetic,
7627055-401,Boots,Mid-Calf,1in - 1 3/4in,Padded,Pull-on,Women,Leather,Round Toe
7883853-186729,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Men,Lace;Nubuck;Rubber,
8004373-183092,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Women,Leather,Round Toe;Closed Toe
7626213-20,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Slip-On,Men,Leather,Round Toe
7978730-356710,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Hook and Loop;Lace up,Girls,Mesh;Rubber;Synthetic,
7960597-3,Boots,Mid-Calf,,Padded;Removable,Hook and Loop;Lace up,Men,Nylon,Closed Toe
7977300-100054,Shoes,Flats,Under 1in,Leather,Slip-On,Women,Leather,Snub Toe
7896136-72,Shoes,Heels,,,Slip-On,Women,Leather,Round Toe
7743710-3,Boots,Mid-Calf,,,,Women,Neoprene;Rubber,Round Toe
